,left_elbow_x_cumsum_0,left_elbow_x_cumsum_1,left_elbow_x_cumsum_2,left_elbow_x_cumsum_3,left_elbow_x_cumsum_4,left_elbow_x_cumsum_5,left_elbow_x_cumsum_6,left_elbow_x_cumsum_7,left_elbow_x_cumsum_8,left_elbow_y_cumsum_0,left_elbow_y_cumsum_1,left_elbow_y_cumsum_2,left_elbow_y_cumsum_3,left_elbow_y_cumsum_4,left_elbow_y_cumsum_5,left_elbow_y_cumsum_6,left_elbow_y_cumsum_7,left_elbow_y_cumsum_8,right_elbow_x_cumsum_0,right_elbow_x_cumsum_1,right_elbow_x_cumsum_2,right_elbow_x_cumsum_3,right_elbow_x_cumsum_4,right_elbow_x_cumsum_5,right_elbow_x_cumsum_6,right_elbow_x_cumsum_7,right_elbow_x_cumsum_8,right_elbow_y_cumsum_0,right_elbow_y_cumsum_1,right_elbow_y_cumsum_2,right_elbow_y_cumsum_3,right_elbow_y_cumsum_4,right_elbow_y_cumsum_5,right_elbow_y_cumsum_6,right_elbow_y_cumsum_7,right_elbow_y_cumsum_8,left_wrist_x_cumsum_0,left_wrist_x_cumsum_1,left_wrist_x_cumsum_2,left_wrist_x_cumsum_3,left_wrist_x_cumsum_4,left_wrist_x_cumsum_5,left_wrist_x_cumsum_6,left_wrist_x_cumsum_7,left_wrist_x_cumsum_8,left_wrist_y_cumsum_0,left_wrist_y_cumsum_1,left_wrist_y_cumsum_2,left_wrist_y_cumsum_3,left_wrist_y_cumsum_4,left_wrist_y_cumsum_5,left_wrist_y_cumsum_6,left_wrist_y_cumsum_7,left_wrist_y_cumsum_8,right_wrist_x_cumsum_0,right_wrist_x_cumsum_1,right_wrist_x_cumsum_2,right_wrist_x_cumsum_3,right_wrist_x_cumsum_4,right_wrist_x_cumsum_5,right_wrist_x_cumsum_6,right_wrist_x_cumsum_7,right_wrist_x_cumsum_8,right_wrist_y_cumsum_0,right_wrist_y_cumsum_1,right_wrist_y_cumsum_2,right_wrist_y_cumsum_3,right_wrist_y_cumsum_4,right_wrist_y_cumsum_5,right_wrist_y_cumsum_6,right_wrist_y_cumsum_7,right_wrist_y_cumsum_8,right_forearm_r_cumsum_0,right_forearm_r_cumsum_1,right_forearm_r_cumsum_2,right_forearm_r_cumsum_3,right_forearm_r_cumsum_4,right_forearm_r_cumsum_5,right_forearm_r_cumsum_6,right_forearm_r_cumsum_7,right_forearm_r_cumsum_8,left_forearm_r_cumsum_0,left_forearm_r_cumsum_1,left_forearm_r_cumsum_2,left_forearm_r_cumsum_3,left_forearm_r_cumsum_4,left_forearm_r_cumsum_5,left_forearm_r_cumsum_6,left_forearm_r_cumsum_7,left_forearm_r_cumsum_8,right_forearm_angle_cumsum_0,right_forearm_angle_cumsum_1,right_forearm_angle_cumsum_2,right_forearm_angle_cumsum_3,right_forearm_angle_cumsum_4,right_forearm_angle_cumsum_5,right_forearm_angle_cumsum_6,right_forearm_angle_cumsum_7,right_forearm_angle_cumsum_8,left_forearm_angle_cumsum_0,left_forearm_angle_cumsum_1,left_forearm_angle_cumsum_2,left_forearm_angle_cumsum_3,left_forearm_angle_cumsum_4,left_forearm_angle_cumsum_5,left_forearm_angle_cumsum_6,left_forearm_angle_cumsum_7,left_forearm_angle_cumsum_8,shoulder_wrist_right_x,shoulder_wrist_right_y,shoulder_wrist_left_x,shoulder_wrist_left_y,gt_idle,gt_sr,gt_sl,gt_r,gt_rl,gt_su,gt_sd,gt_pin,gt_spr,gt_ft,gt_p
346,0.018593,0.025605,0.022375,0.020287,0.02793,0.035651,0.033011,0.034469,0.057947,0.050108,0.09407,0.132084,0.121291,0.169389,0.196137,0.243645,0.278744,0.29911,-0.001418,-0.054283,-0.082016,-0.079062,-0.030569,0.011897,0.006185,0.005476,-0.023872,0.036754,0.139963,0.178568,0.178962,0.165726,0.164347,0.158005,0.156114,0.106361,0.006067,0.003112,-0.029505,-0.047271,-0.028127,-0.026748,-0.016506,-0.003821,0.01686,-0.004254,-0.008588,-0.011778,-0.003151,0.08438,0.143429,0.201849,0.271102,0.400626,-0.04928,-0.076225,-0.084616,-0.092179,-0.089501,-0.08891,-0.085483,-0.092061,-0.089028,0.136575,0.222176,0.234072,0.276026,0.298362,0.301552,0.284023,0.312504,-0.129051,0.094444,0.078618,0.054411,0.0943,0.126944,0.132535,0.120852,0.151488,-0.241155,0.044249,0.085628,0.135929,0.132515,0.097072,0.081502,0.064651,0.035969,-0.002592,0.059439,0.017032,-0.011349,0.010324,0.106419,0.207157,0.187248,0.198235,0.190681,0.003411,0.00893,0.011176,-0.002364,-0.011172,-0.019771,-0.020008,-0.023533,-0.032864,0.029739,-0.60269,0.39068,-0.380037,1,0,0,0,0,0,0,0,0,0,0
347,0.007005,0.003778,0.001692,0.009327,0.017041,0.014404,0.01586,0.039316,0.045888,0.04392,0.081898,0.071115,0.119168,0.14589,0.193352,0.228418,0.248765,0.353961,-0.052815,-0.080521,-0.077569,-0.029123,0.013302,0.007596,0.006887,-0.022432,-0.021527,0.103111,0.141679,0.142072,0.128849,0.127472,0.121135,0.119246,0.069541,0.10378,-0.002952,-0.035538,-0.053287,-0.03416,-0.032783,-0.022551,-0.009878,0.010783,0.014837,-0.004329,-0.007517,0.001102,0.088549,0.147543,0.205907,0.275093,0.404493,0.569588,-0.026919,-0.035302,-0.042858,-0.040182,-0.039591,-0.036167,-0.04274,-0.039709,-0.016411,0.085519,0.097404,0.139318,0.161632,0.16482,0.147307,0.175761,-0.265372,-0.146323,-0.015811,-0.039995,-0.000144,0.032469,0.038055,0.026383,0.05699,-0.335278,-0.249238,0.041339,0.091593,0.088182,0.052773,0.037217,0.020382,-0.008273,-0.046796,-0.0485,-0.042124,-0.070317,-0.048788,0.046666,0.146732,0.126956,0.13787,0.130366,0.130061,0.005483,0.007713,-0.005736,-0.014485,-0.023027,-0.023263,-0.026764,-0.036033,-0.039712,0.008243,-0.724904,0.389744,-0.542771,1,0,0,0,0,0,0,0,0,0,0
348,-0.003221,-0.005304,0.002318,0.010018,0.007386,0.008839,0.032254,0.038815,0.091615,0.037911,0.027147,0.075115,0.10179,0.149169,0.184173,0.204483,0.309495,0.39341,-0.027657,-0.024711,0.02365,0.066,0.060304,0.059597,0.030329,0.031232,0.035357,0.0385,0.038893,0.025693,0.024318,0.017993,0.016107,-0.033511,0.000668,0.048125,-0.032529,-0.050247,-0.031154,-0.029779,-0.019564,-0.006914,0.013711,0.017757,0.064508,-0.003182,0.005421,0.092715,0.151604,0.209866,0.27893,0.408102,0.572907,0.670022,-0.008368,-0.015911,-0.013239,-0.01265,-0.009232,-0.015793,-0.012768,0.010489,0.008171,0.011864,0.053704,0.075979,0.079161,0.061679,0.090083,-0.350274,-0.231434,-0.18099,-0.024141,0.015639,0.048195,0.053771,0.04212,0.072673,-0.318905,-0.233017,-0.230609,0.050165,0.04676,0.011414,-0.004114,-0.02092,-0.049524,-0.08798,-0.089681,-0.082662,-0.027847,-0.006582,0.087702,0.186541,0.167007,0.177787,0.170376,0.170075,0.170394,0.002203,-0.011081,-0.019723,-0.02816,-0.028393,-0.031852,-0.041007,-0.044641,-0.045453,0.014871,-0.782369,0.345496,-0.638565,1,0,0,0,0,0,0,0,0,0,0
349,-0.002087,0.005552,0.01327,0.010632,0.012089,0.035558,0.042134,0.095057,0.100728,-0.010789,0.03729,0.064028,0.111517,0.146602,0.166961,0.272217,0.356327,0.354831,0.002953,0.051427,0.093876,0.088166,0.087457,0.058121,0.059027,0.063161,0.081748,0.000394,-0.012837,-0.014215,-0.020555,-0.022445,-0.072179,-0.037921,0.009647,0.015357,-0.017759,0.001378,0.002756,0.012995,0.025674,0.046347,0.050403,0.097262,0.104744,0.008624,0.09612,0.155147,0.213544,0.28277,0.412243,0.577431,0.674773,0.897492,-0.00756,-0.004883,-0.004292,-0.000866,-0.007442,-0.00441,0.018901,0.016578,0.009963,0.041937,0.064264,0.067454,0.049931,0.078401,-0.362982,-0.243865,-0.193304,-0.174521,0.039873,0.072505,0.078093,0.066415,0.097039,-0.295451,-0.209362,-0.206949,-0.194431,-0.003413,-0.038842,-0.054406,-0.071251,-0.099922,-0.138467,-0.140172,-0.133137,-0.034028,0.021614,0.117446,0.217909,0.198054,0.209011,0.201478,0.201172,0.201497,0.202938,-0.013502,-0.022287,-0.030862,-0.031099,-0.034614,-0.04392,-0.047613,-0.048439,-0.083219,0.028711,-0.817084,0.339015,-0.87556,1,0,0,0,0,0,0,0,0,0,0
350,0.007622,0.015323,0.012691,0.014145,0.037562,0.044123,0.096929,0.102587,0.087539,0.047974,0.074652,0.122036,0.157044,0.177357,0.28238,0.366304,0.364811,0.358171,0.048366,0.090721,0.085024,0.084317,0.055046,0.055949,0.060075,0.07862,0.08695,-0.013202,-0.014577,-0.020902,-0.022788,-0.072412,-0.03823,0.009233,0.01493,0.044595,0.019095,0.02047,0.030686,0.043337,0.063965,0.068012,0.114767,0.122232,0.137556,0.087303,0.146199,0.204467,0.27354,0.402726,0.567549,0.664675,0.886902,1.039977,0.002672,0.003261,0.006679,0.000118,0.003143,0.026403,0.024085,0.017484,0.015441,0.022278,0.02546,0.007976,0.036383,-0.404023,-0.28517,-0.234721,-0.215979,-0.056067,0.032559,0.038136,0.026484,0.05704,-0.334582,-0.248684,-0.246276,-0.233786,-0.103235,-0.035351,-0.050881,-0.067688,-0.096295,-0.134755,-0.136457,-0.129437,-0.030547,0.079781,0.094358,0.193275,0.173726,0.184514,0.177097,0.176796,0.177115,0.178535,0.179624,-0.008649,-0.017093,-0.017326,-0.020787,-0.02995,-0.033586,-0.034399,-0.068644,-0.155499,0.034363,-0.971537,0.319288,-1.000927,1,0,0,0,0,0,0,0,0,0,0
351,0.007697,0.005066,0.006518,0.029922,0.03648,0.089256,0.094911,0.079871,0.100094,0.026663,0.07402,0.109008,0.129309,0.234272,0.318149,0.316656,0.31002,0.353922,0.042331,0.036637,0.03593,0.006676,0.007579,0.011702,0.030236,0.038561,0.029726,-0.001374,-0.007697,-0.009581,-0.059177,-0.025014,0.022422,0.028116,0.057763,0.067148,0.001374,0.011584,0.024228,0.044844,0.048889,0.095617,0.103078,0.118393,0.150907,0.058863,0.117097,0.18613,0.315243,0.479972,0.577042,0.799141,0.952129,1.016057,0.000589,0.004005,-0.002552,0.000471,0.023718,0.021401,0.014804,0.012762,0.007343,0.003181,-0.014294,0.014097,-0.426057,-0.307271,-0.256851,-0.238121,-0.0783,-0.051598,0.005573,-0.006072,0.024466,-0.366931,-0.281082,-0.278676,-0.266193,-0.135717,-0.118554,-0.015521,-0.032319,-0.06091,-0.099348,-0.101048,-0.094033,0.004801,0.115066,0.127188,0.098522,0.079051,0.089796,0.082409,0.082109,0.082427,0.083841,0.084925,0.082596,-0.00841,-0.008642,-0.012089,-0.021215,-0.024837,-0.025647,-0.059755,-0.146263,-0.175124,0.03935,-0.997808,0.286172,-1.052256,1,0,0,0,0,0,0,0,0,0,0
352,-0.002629,-0.001177,0.022209,0.028761,0.081497,0.087147,0.072119,0.092327,0.080085,0.047321,0.082282,0.102568,0.207451,0.291263,0.289772,0.283141,0.327009,0.310921,-0.005689,-0.006396,-0.035628,-0.034726,-0.030606,-0.012085,-0.003767,-0.012595,-0.013773,-0.006317,-0.008201,-0.057758,-0.023621,0.023778,0.029468,0.059092,0.06847,0.063919,0.010202,0.022836,0.043436,0.047478,0.094171,0.101626,0.116929,0.149418,0.194385,0.05819,0.12717,0.256184,0.420787,0.517783,0.739713,0.892584,0.956463,1.013947,0.003414,-0.003139,-0.000118,0.023111,0.020796,0.014204,0.012164,0.006749,0.005925,-0.017461,0.010908,-0.42891,-0.310215,-0.259833,-0.241117,-0.081419,-0.054737,-0.033627,-0.011637,0.018879,-0.37222,-0.286437,-0.284032,-0.271558,-0.141182,-0.124032,-0.098398,-0.016785,-0.045354,-0.083763,-0.085462,-0.078452,0.020306,0.130487,0.1426,0.190105,-0.019367,-0.008679,-0.016028,-0.016326,-0.016009,-0.014603,-0.013524,-0.015841,-0.016744,-0.000231,-0.00366,-0.012737,-0.01634,-0.017145,-0.051072,-0.137117,-0.165825,-0.321639,0.041494,-1.021143,0.238067,-1.114866,1,0,0,0,0,0,0,0,0,0,0
353,0.001446,0.024732,0.031257,0.08377,0.089396,0.074431,0.094553,0.082363,0.098343,0.034813,0.055013,0.159451,0.242908,0.241424,0.234821,0.278503,0.262483,0.303001,-0.000703,-0.029812,-0.028913,-0.02481,-0.006369,0.001915,-0.006877,-0.008049,-0.010901,-0.001875,-0.051223,-0.017231,0.029968,0.035633,0.065132,0.074471,0.069938,0.080214,0.012581,0.033094,0.037118,0.083613,0.091037,0.106275,0.138626,0.183402,0.23318,0.068688,0.197155,0.361061,0.457646,0.678635,0.830858,0.894467,0.951707,1.00586,-0.006525,-0.003516,0.019614,0.017309,0.010745,0.008713,0.003321,0.002501,-0.014964,0.028249,-0.409705,-0.291513,-0.241346,-0.222708,-0.063687,-0.037118,-0.016098,0.053059,0.030386,-0.359056,-0.273636,-0.271242,-0.25882,-0.128996,-0.111919,-0.086394,-0.026899,-0.028448,-0.066694,-0.068386,-0.061406,0.036934,0.146648,0.15871,0.206013,0.210422,0.010375,0.003242,0.002952,0.00326,0.004625,0.005672,0.003423,0.002546,0.016469,-0.003328,-0.01214,-0.015637,-0.016419,-0.049352,-0.132877,-0.160744,-0.311995,-0.400042,0.057972,-1.093627,0.190423,-1.167013,1,0,0,0,0,0,0,0,0,0,0
354,0.023274,0.029795,0.082278,0.087901,0.072945,0.093056,0.080872,0.096843,0.114689,0.020189,0.124569,0.207979,0.206495,0.199896,0.243553,0.227543,0.268037,0.295138,-0.029092,-0.028194,-0.024094,-0.005662,0.002616,-0.00617,-0.007341,-0.010192,-0.012418,-0.04932,-0.015347,0.031826,0.037488,0.06697,0.076303,0.071773,0.082044,0.083723,0.020501,0.024523,0.070992,0.078412,0.093641,0.125974,0.170725,0.220475,0.265773,0.128396,0.292209,0.38874,0.609606,0.761743,0.825316,0.882524,0.936647,0.962068,0.003007,0.026124,0.02382,0.01726,0.015229,0.009841,0.00902,-0.008435,-0.008474,-0.437709,-0.319583,-0.269443,-0.250816,-0.091884,-0.06533,-0.044321,0.024797,0.034871,-0.389223,-0.303851,-0.301459,-0.289044,-0.159293,-0.142226,-0.116714,-0.057253,-0.048994,-0.038225,-0.039915,-0.032939,0.065345,0.174998,0.187053,0.234329,0.238736,0.23157,-0.007105,-0.007394,-0.007087,-0.005728,-0.004685,-0.006925,-0.007798,0.00607,0.00163,-0.008777,-0.01226,-0.013039,-0.045843,-0.129041,-0.156799,-0.307457,-0.39516,-0.458722,0.055584,-1.080494,0.145268,-1.161583,1,0,0,0,0,0,0,0,0,0,0
355,0.006535,0.059126,0.064761,0.049774,0.069926,0.057718,0.073722,0.091605,0.112344,0.104596,0.188179,0.186692,0.180079,0.223827,0.207784,0.248362,0.275519,0.295358,0.0009,0.005009,0.023478,0.031774,0.02297,0.021796,0.018939,0.016709,-0.0009,0.034044,0.081314,0.086987,0.116531,0.125883,0.121344,0.131636,0.133318,0.141105,0.00403,0.050596,0.058031,0.073292,0.105692,0.150536,0.200388,0.24578,0.288197,0.164153,0.260884,0.482207,0.63466,0.698365,0.755691,0.809926,0.8354,0.85747,0.023165,0.020857,0.014283,0.012248,0.006848,0.006026,-0.011465,-0.011504,-0.029465,0.11837,0.168614,0.187279,0.346541,0.37315,0.394202,0.463463,0.473559,0.489838,0.085549,0.087947,0.100387,0.230407,0.247509,0.273074,0.332658,0.340934,0.349432,-0.001694,0.005296,0.103785,0.213664,0.225745,0.273119,0.277535,0.270354,0.269186,-0.000293,1.8e-05,0.001397,0.002456,0.000183,-0.000703,0.013368,0.008863,0.008675,-0.003534,-0.004324,-0.037607,-0.12202,-0.150183,-0.30304,-0.392023,-0.456512,-0.507186,0.062791,-1.077998,0.108539,-1.16048,1,0,0,0,0,0,0,0,0,0,0
356,0.053007,0.058686,0.043581,0.063892,0.051587,0.067718,0.085742,0.106645,0.11966,0.084243,0.082745,0.076079,0.120173,0.104003,0.144902,0.172273,0.192269,0.187102,0.004141,0.022757,0.031118,0.022244,0.021061,0.018182,0.015934,-0.001814,-0.008677,0.047643,0.053362,0.083139,0.092565,0.08799,0.098363,0.100059,0.107907,0.114297,0.046933,0.054427,0.069808,0.102465,0.147663,0.197909,0.243659,0.286412,0.31473,0.097495,0.320567,0.474224,0.538432,0.596212,0.650875,0.676551,0.698795,0.714137,-0.002327,-0.008953,-0.011004,-0.016446,-0.017275,-0.034904,-0.034944,-0.053047,-0.068073,0.050641,0.069454,0.229974,0.256793,0.278011,0.34782,0.357995,0.374402,0.389074,0.002417,0.014955,0.146002,0.16324,0.189006,0.249061,0.257403,0.265968,0.274732,0.007046,0.106312,0.21706,0.229236,0.276984,0.281435,0.274197,0.27302,0.291575,0.000328,0.001786,0.002904,0.000503,-0.000434,0.014434,0.009674,0.009476,0.025576,-0.000835,-0.036002,-0.125196,-0.154953,-0.316467,-0.410489,-0.478631,-0.532174,-0.57888,0.067858,-1.086395,0.090913,-1.171168,1,0,0,0,0,0,0,0,0,0,0
357,0.005741,-0.009528,0.011004,-0.001435,0.014871,0.03309,0.05422,0.067377,0.078301,-0.001515,-0.008253,0.03632,0.019974,0.061317,0.088985,0.109198,0.103976,0.09979,0.018818,0.02727,0.018299,0.017103,0.014193,0.011921,-0.00602,-0.012957,-0.017422,0.005781,0.035881,0.04541,0.040785,0.05127,0.052985,0.060918,0.067377,0.075071,0.007575,0.023123,0.056134,0.101823,0.152615,0.198861,0.242078,0.270704,0.302757,0.225493,0.380819,0.445724,0.504131,0.559388,0.585342,0.607827,0.623336,0.62206,-0.006698,-0.008771,-0.014273,-0.01511,-0.032931,-0.032971,-0.05127,-0.06646,-0.06937,0.019017,0.18128,0.20839,0.229839,0.300405,0.310691,0.327276,0.342107,0.353469,0.012674,0.145144,0.162569,0.188616,0.249322,0.257755,0.266413,0.275272,0.278828,0.100344,0.212294,0.224602,0.272869,0.277368,0.270052,0.268862,0.287618,0.288772,0.001572,0.002778,0.000188,-0.000822,0.015213,0.010079,0.009866,0.02723,0.022946,-0.037929,-0.134125,-0.166219,-0.340414,-0.441818,-0.51531,-0.573057,-0.623429,-0.689426,0.065397,-1.094819,0.067618,-1.167593,1,0,0,0,0,0,0,0,0,0,0
358,-0.015531,0.005353,-0.007299,0.009286,0.027819,0.049311,0.062694,0.073805,0.09035,-0.006853,0.038484,0.021858,0.06391,0.092053,0.112613,0.107301,0.103043,0.106368,0.008597,-0.000527,-0.001744,-0.004704,-0.007016,-0.025264,-0.03232,-0.036862,-0.039133,0.030617,0.040309,0.035605,0.04627,0.048014,0.056084,0.062653,0.07048,0.078103,0.015815,0.049392,0.095865,0.147529,0.194569,0.238527,0.267644,0.300248,0.322714,0.157991,0.22401,0.283419,0.339624,0.366023,0.388895,0.404669,0.403372,0.416064,-0.002109,-0.007705,-0.008556,-0.026683,-0.026724,-0.045337,-0.060788,-0.063748,-0.065248,0.165047,0.192622,0.214439,0.286217,0.296679,0.313549,0.328634,0.340191,0.354871,0.134743,0.152467,0.17896,0.240709,0.249286,0.258093,0.267103,0.270721,0.277713,0.113871,0.12639,0.175485,0.180062,0.17262,0.171409,0.190488,0.191662,0.200673,0.001359,-0.001559,-0.002697,0.015366,0.009583,0.009343,0.028903,0.024078,0.020694,-0.108363,-0.144516,-0.340743,-0.454973,-0.53776,-0.602811,-0.659554,-0.733899,-0.757061,0.063943,-1.094368,0.050488,-1.163882,1,0,0,0,0,0,0,0,0,0,0
359,0.02065,0.00814,0.024539,0.042863,0.064114,0.077346,0.088332,0.104692,0.1079,0.044828,0.028388,0.069968,0.097795,0.118124,0.112871,0.108661,0.111949,0.117763,-0.009022,-0.010225,-0.013152,-0.015437,-0.033481,-0.040457,-0.044948,-0.047194,-0.052927,0.009583,0.004932,0.015477,0.017201,0.025181,0.031676,0.039415,0.046953,0.051003,0.0332,0.07915,0.130233,0.176745,0.22021,0.248999,0.281236,0.30345,0.323017,0.065277,0.124018,0.179592,0.205695,0.228309,0.243907,0.242624,0.255174,0.25794,-0.005533,-0.006375,-0.024298,-0.024339,-0.042743,-0.05802,-0.060947,-0.06243,-0.06652,0.027266,0.048837,0.119808,0.130153,0.146833,0.161749,0.173177,0.187691,0.196232,0.017525,0.04372,0.104775,0.113256,0.121964,0.130873,0.13445,0.141364,0.145746,0.012379,0.060922,0.065447,0.058089,0.056892,0.075756,0.076917,0.085827,0.08217,-0.002696,-0.003747,0.012942,0.007599,0.007377,0.02545,0.020991,0.017865,0.012627,-0.033404,-0.214707,-0.32025,-0.396741,-0.456844,-0.509272,-0.577963,-0.599364,-0.655137,0.0655,-1.092696,0.035731,-1.152274,1,0,0,0,0,0,0,0,0,0,0
360,-0.012528,0.003895,0.022245,0.043526,0.056777,0.067779,0.084161,0.087373,0.082997,-0.016463,0.025176,0.053042,0.0734,0.06814,0.063924,0.067217,0.073039,0.069425,-0.001205,-0.004136,-0.006425,-0.024493,-0.03148,-0.035977,-0.038226,-0.043968,-0.04983,-0.004658,0.005903,0.007629,0.01562,0.022124,0.029874,0.037423,0.041478,0.037182,0.046016,0.097171,0.143749,0.187275,0.216105,0.248388,0.270633,0.290228,0.294484,0.058824,0.114477,0.140617,0.163263,0.178883,0.177598,0.190166,0.192936,0.175951,-0.000843,-0.018792,-0.018832,-0.037262,-0.052561,-0.055492,-0.056977,-0.061073,-0.06545,0.021602,0.092674,0.103033,0.119737,0.134674,0.146118,0.160653,0.169206,0.162862,0.026232,0.087374,0.095866,0.104587,0.113509,0.11709,0.124014,0.128403,0.126273,0.048612,0.053144,0.045775,0.044576,0.063467,0.06463,0.073552,0.06989,0.056389,-0.001062,0.015794,0.010397,0.010173,0.028426,0.023923,0.020765,0.015475,0.011668,-0.183109,-0.289702,-0.366955,-0.427657,-0.480607,-0.549981,-0.571595,-0.627924,-0.654958,0.066816,-1.092678,0.036424,-1.139794,1,0,0,0,0,0,0,0,0,0,0
361,0.016445,0.034819,0.056129,0.069398,0.080414,0.096819,0.100036,0.095653,0.108359,0.041695,0.069599,0.089984,0.084717,0.080495,0.083792,0.089622,0.086003,0.086848,-0.002935,-0.005227,-0.02332,-0.030316,-0.034819,-0.037071,-0.042821,-0.048691,-0.049736,0.010575,0.012303,0.020305,0.026818,0.034578,0.042137,0.046198,0.041896,0.039644,0.051224,0.097864,0.141449,0.170318,0.202644,0.224919,0.24454,0.248802,0.270394,0.055727,0.081902,0.104579,0.12022,0.118933,0.131518,0.134292,0.117285,0.113947,-0.017973,-0.018013,-0.036468,-0.051787,-0.054722,-0.05621,-0.060311,-0.064693,-0.065457,0.071167,0.08154,0.098266,0.113224,0.124683,0.139238,0.147802,0.141449,0.136745,0.061223,0.069728,0.078459,0.087394,0.09098,0.097913,0.102308,0.100175,0.09771,0.004538,-0.002841,-0.004041,0.014875,0.016039,0.024973,0.021306,0.007787,0.00361,0.017015,0.011567,0.01134,0.029766,0.025221,0.022033,0.016693,0.01285,0.012457,-0.107601,-0.185584,-0.24686,-0.30031,-0.370341,-0.392159,-0.44902,-0.476309,-0.50282,0.064789,-1.09034,0.021191,-1.140492,1,0,0,0,0,0,0,0,0,0,0
362,0.018488,0.039929,0.05328,0.064364,0.08087,0.084106,0.079697,0.092481,0.11732,0.028076,0.048587,0.043287,0.039039,0.042357,0.048223,0.044582,0.045431,0.043125,-0.002306,-0.020511,-0.02755,-0.032081,-0.034347,-0.040132,-0.046038,-0.04709,-0.049679,0.00174,0.00979,0.016344,0.024152,0.031757,0.035843,0.031515,0.029249,0.028804,0.046928,0.090782,0.119828,0.152354,0.174767,0.194509,0.198797,0.220522,0.238767,0.026336,0.049153,0.06489,0.063596,0.076258,0.07905,0.061937,0.058579,0.057325,-4e-05,-0.018609,-0.034023,-0.036976,-0.038473,-0.042599,-0.047009,-0.047778,-0.048749,0.010437,0.027267,0.042316,0.053846,0.068491,0.077108,0.070716,0.065983,0.069462,0.008557,0.017342,0.026332,0.02994,0.036916,0.041338,0.039192,0.036712,0.040542,-0.007424,-0.008632,0.010401,0.011572,0.020562,0.016872,0.003269,-0.000933,0.000101,-0.005687,-0.005924,0.013312,0.008567,0.005239,-0.000335,-0.004347,-0.004758,-0.010015,-0.081413,-0.145384,-0.201186,-0.274296,-0.297074,-0.356437,-0.384926,-0.412603,-0.392481,0.059794,-1.097382,0.010839,-1.145351,1,0,0,0,0,0,0,0,0,0,0
363,0.021088,0.034218,0.04512,0.061354,0.064537,0.0602,0.072773,0.097203,0.109299,0.020173,0.01496,0.010783,0.014045,0.019815,0.016234,0.017069,0.014801,0.012852,-0.017905,-0.024828,-0.029284,-0.031512,-0.037202,-0.043011,-0.044046,-0.046592,-0.048383,0.007918,0.014364,0.022043,0.029523,0.033542,0.029284,0.027056,0.026618,0.025703,0.043131,0.071699,0.103689,0.125731,0.145148,0.149366,0.170732,0.188677,0.194764,0.022441,0.037918,0.036645,0.049099,0.051844,0.035014,0.031711,0.030478,0.0376,-0.018263,-0.033422,-0.036327,-0.037799,-0.041857,-0.046194,-0.04695,-0.047905,-0.049298,0.016552,0.031353,0.042693,0.057096,0.065571,0.059285,0.054629,0.058051,0.059961,0.008641,0.017482,0.021031,0.027892,0.032241,0.03013,0.027691,0.031458,0.034259,-0.001188,0.017531,0.018683,0.027525,0.023896,0.010517,0.006385,0.007401,0.016526,-0.000211,0.016913,0.012688,0.009726,0.004764,0.001192,0.000827,-0.003853,-0.005315,-0.056945,-0.106618,-0.171699,-0.191975,-0.244818,-0.270178,-0.294815,-0.276903,-0.259749,0.06021,-1.100789,0.008607,-1.154602,1,0,0,0,0,0,0,0,0,0,0
364,0.013048,0.023883,0.040015,0.043178,0.038868,0.051363,0.075641,0.087662,0.094502,-0.00518,-0.009332,-0.006089,-0.000356,-0.003915,-0.003084,-0.005338,-0.007275,-0.008936,-0.00688,-0.011309,-0.013523,-0.019177,-0.02495,-0.025978,-0.028509,-0.030288,-0.033531,0.006406,0.014037,0.021471,0.025464,0.021233,0.019019,0.018584,0.017675,0.016805,0.02839,0.060181,0.082086,0.101382,0.105574,0.126807,0.14464,0.15069,0.160337,0.015381,0.014116,0.026492,0.029221,0.012495,0.009213,0.007987,0.015065,-0.000119,-0.015065,-0.017951,-0.019414,-0.023448,-0.027758,-0.028509,-0.029458,-0.030842,-0.029972,0.014709,0.025978,0.040292,0.048714,0.042467,0.03784,0.041241,0.043139,0.040925,0.008786,0.012313,0.019131,0.023453,0.021355,0.018932,0.022675,0.025458,0.023918,0.018602,0.019747,0.028534,0.024928,0.011632,0.007525,0.008536,0.017603,0.004048,0.016391,0.012347,0.009512,0.004762,0.001343,0.000994,-0.003486,-0.004886,-0.015393,-0.047548,-0.109845,-0.129254,-0.179836,-0.204111,-0.227694,-0.210548,-0.194129,-0.201355,0.058855,-1.101777,0.00202,-1.142888,1,0,0,0,0,0,0,0,0,0,0
